Year,Indicator Name,Indicator Code,Value
1977,GDP (constant 2010 US$),NY.GDP.MKTP.KD,35148389789
1976,GDP (constant 2010 US$),NY.GDP.MKTP.KD,33813533506
1975,GDP (constant 2010 US$),NY.GDP.MKTP.KD,32155533248
1974,GDP (constant 2010 US$),NY.GDP.MKTP.KD,30856056463
1973,GDP (constant 2010 US$),NY.GDP.MKTP.KD,29801042429
1972,GDP (constant 2010 US$),NY.GDP.MKTP.KD,27834724076
1971,GDP (constant 2010 US$),NY.GDP.MKTP.KD,27610141417
1970,GDP (constant 2010 US$),NY.GDP.MKTP.KD,27481425962
1969,GDP (constant 2010 US$),NY.GDP.MKTP.KD,24679453641
1968,GDP (constant 2010 US$),NY.GDP.MKTP.KD,23391095573
1967,GDP (constant 2010 US$),NY.GDP.MKTP.KD,21813291974
1966,GDP (constant 2010 US$),NY.GDP.MKTP.KD,20695602650
1965,GDP (constant 2010 US$),NY.GDP.MKTP.KD,19562919065
1964,GDP (constant 2010 US$),NY.GDP.MKTP.KD,17716927569
1963,GDP (constant 2010 US$),NY.GDP.MKTP.KD,16470175251
1962,GDP (constant 2010 US$),NY.GDP.MKTP.KD,15153512115
1961,GDP (constant 2010 US$),NY.GDP.MKTP.KD,14503347548
1960,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13684036857
2018,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.430010786
2017,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.700621241
2016,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.526735845
2015,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.731147475
2014,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.674707981
2013,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.396456633
2012,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.50703342
2011,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.74840255
2010,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.606691959
2009,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.831658519
2008,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.701405465
2007,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.832817277
2006,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.177542036
2005,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.667304271
2004,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.368571359
2003,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.846320935
2002,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.224429973
2001,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.982484032
2000,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.260088012
1999,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.660132744
1998,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.550234295
1997,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.014396014
1996,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.846581284
1995,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.96260915
1994,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.737415552
1993,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.757747697
1992,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.705897823
1991,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.061567755
1990,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.458586815
1989,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.959768894
1988,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.62527878
1987,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.452343025
1986,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.501653664
1985,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.592114699
1984,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.065205605
1983,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.778378339
1982,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.5374868
1981,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.920763572
1980,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.21570404
1979,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.758435569
1978,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.048533619
1977,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.947698287
1976,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.15618959
1975,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.211415631
1974,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.540191713
1973,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.064263857
1972,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.813406405
1971,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.468372549
1970,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.35346172
1969,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.507899634
1968,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.233220925
1967,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.400612597
1966,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.789951801
1965,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.41936582
1964,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.569757449
1963,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.688831518
1962,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.482858627
1961,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.987346419
2018,GDP (constant LCU),NY.GDP.MKTP.KN,1.31E+13
2017,GDP (constant LCU),NY.GDP.MKTP.KN,1.24E+13
2016,GDP (constant LCU),NY.GDP.MKTP.KN,1.18E+13
2015,GDP (constant LCU),NY.GDP.MKTP.KN,1.11E+13
2014,GDP (constant LCU),NY.GDP.MKTP.KN,1.06E+13
2013,GDP (constant LCU),NY.GDP.MKTP.KN,1.02E+13
2012,GDP (constant LCU),NY.GDP.MKTP.KN,9.73E+12
2011,GDP (constant LCU),NY.GDP.MKTP.KN,9.40E+12
2010,GDP (constant LCU),NY.GDP.MKTP.KN,9.15E+12
2009,GDP (constant LCU),NY.GDP.MKTP.KN,9.01E+12
2008,GDP (constant LCU),NY.GDP.MKTP.KN,8.76E+12
2007,GDP (constant LCU),NY.GDP.MKTP.KN,8.61E+12
2006,GDP (constant LCU),NY.GDP.MKTP.KN,8.22E+12
2005,GDP (constant LCU),NY.GDP.MKTP.KN,7.74E+12
2004,GDP (constant LCU),NY.GDP.MKTP.KN,7.19E+12
2003,GDP (constant LCU),NY.GDP.MKTP.KN,6.69E+12
2002,GDP (constant LCU),NY.GDP.MKTP.KN,6.38E+12
2001,GDP (constant LCU),NY.GDP.MKTP.KN,6.19E+12
2000,GDP (constant LCU),NY.GDP.MKTP.KN,6.06E+12
1999,GDP (constant LCU),NY.GDP.MKTP.KN,5.82E+12
1998,GDP (constant LCU),NY.GDP.MKTP.KN,5.61E+12
1997,GDP (constant LCU),NY.GDP.MKTP.KN,5.47E+12
1996,GDP (constant LCU),NY.GDP.MKTP.KN,5.42E+12
1995,GDP (constant LCU),NY.GDP.MKTP.KN,5.17E+12
1994,GDP (constant LCU),NY.GDP.MKTP.KN,4.92E+12
1993,GDP (constant LCU),NY.GDP.MKTP.KN,4.75E+12
1992,GDP (constant LCU),NY.GDP.MKTP.KN,4.66E+12
1991,GDP (constant LCU),NY.GDP.MKTP.KN,4.33E+12
1990,GDP (constant LCU),NY.GDP.MKTP.KN,4.12E+12
1989,GDP (constant LCU),NY.GDP.MKTP.KN,3.94E+12
1988,GDP (constant LCU),NY.GDP.MKTP.KN,3.76E+12
1987,GDP (constant LCU),NY.GDP.MKTP.KN,3.49E+12
1986,GDP (constant LCU),NY.GDP.MKTP.KN,3.28E+12
1985,GDP (constant LCU),NY.GDP.MKTP.KN,3.11E+12
1984,GDP (constant LCU),NY.GDP.MKTP.KN,2.89E+12
1983,GDP (constant LCU),NY.GDP.MKTP.KN,2.75E+12
1982,GDP (constant LCU),NY.GDP.MKTP.KN,2.58E+12
1981,GDP (constant LCU),NY.GDP.MKTP.KN,2.42E+12
1980,GDP (constant LCU),NY.GDP.MKTP.KN,2.24E+12
1979,GDP (constant LCU),NY.GDP.MKTP.KN,2.03E+12
1978,GDP (constant LCU),NY.GDP.MKTP.KN,1.96E+12
1977,GDP (constant LCU),NY.GDP.MKTP.KN,1.81E+12
1976,GDP (constant LCU),NY.GDP.MKTP.KN,1.74E+12
1975,GDP (constant LCU),NY.GDP.MKTP.KN,1.66E+12
1974,GDP (constant LCU),NY.GDP.MKTP.KN,1.59E+12
1973,GDP (constant LCU),NY.GDP.MKTP.KN,1.54E+12
1972,GDP (constant LCU),NY.GDP.MKTP.KN,1.44E+12
1971,GDP (constant LCU),NY.GDP.MKTP.KN,1.42E+12
1970,GDP (constant LCU),NY.GDP.MKTP.KN,1.42E+12
1969,GDP (constant LCU),NY.GDP.MKTP.KN,1.27E+12
1968,GDP (constant LCU),NY.GDP.MKTP.KN,1.21E+12
1967,GDP (constant LCU),NY.GDP.MKTP.KN,1.13E+12
1966,GDP (constant LCU),NY.GDP.MKTP.KN,1.07E+12
1965,GDP (constant LCU),NY.GDP.MKTP.KN,1.01E+12
1964,GDP (constant LCU),NY.GDP.MKTP.KN,9.14E+11
1963,GDP (constant LCU),NY.GDP.MKTP.KN,8.50E+11
1962,GDP (constant LCU),NY.GDP.MKTP.KN,7.82E+11
1961,GDP (constant LCU),NY.GDP.MKTP.KN,7.48E+11
1960,GDP (constant LCU),NY.GDP.MKTP.KN,7.06E+11
2018,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.18E+12
2017,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.09E+12
2016,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1.01E+12
2015,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9.50E+11
2014,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8.97E+11
2013,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,8.41E+11
2012,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,7.92E+11
2011,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,7.51E+11
2010,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,7.16E+11
2009,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,6.96E+11
2008,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,6.72E+11
2007,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,6.48E+11
2006,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,6.02E+11
2005,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5.50E+11
2004,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4.96E+11
2003,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4.50E+11
2002,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4.21E+11
2001,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4.01E+11
2000,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.85E+11
1999,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.61E+11
1998,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.44E+11
1997,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.31E+11
1996,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.23E+11
1995,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3.02E+11
1994,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.82E+11
1993,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.66E+11
1992,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.55E+11
1991,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.32E+11
1990,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,2.13E+11
2018,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,1.05E+12
2017,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,9.92E+11
2016,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,9.38E+11
2015,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,8.89E+11
2014,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,8.49E+11
2013,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,8.11E+11
2012,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,7.77E+11
2011,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,7.51E+11
2010,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,7.31E+11
2009,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,7.19E+11
2008,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,6.99E+11
2007,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,6.88E+11
2006,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,6.56E+11
2005,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,6.18E+11
2004,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,5.74E+11
2003,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,5.34E+11
2002,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,5.10E+11
2001,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,4.94E+11
2000,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,4.84E+11
1999,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,4.64E+11
1998,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,4.48E+11
1997,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,4.37E+11
1996,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,4.32E+11
1995,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,4.12E+11
1994,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,3.93E+11
1993,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,3.79E+11
1992,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,3.72E+11
1991,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,3.46E+11
1990,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,3.29E+11
2018,GDP per capita (current US$),NY.GDP.PCAP.CD,1472.893134
2017,GDP per capita (current US$),NY.GDP.PCAP.CD,1466.843096
2016,GDP per capita (current US$),NY.GDP.PCAP.CD,1368.454326
2015,GDP per capita (current US$),NY.GDP.PCAP.CD,1356.667731
2014,GDP per capita (current US$),NY.GDP.PCAP.CD,1251.164104
2013,GDP per capita (current US$),NY.GDP.PCAP.CD,1208.90431
2012,GDP per capita (current US$),NY.GDP.PCAP.CD,1198.109001
2011,GDP per capita (current US$),NY.GDP.PCAP.CD,1164.976129
2010,GDP per capita (current US$),NY.GDP.PCAP.CD,988.7541283
2009,GDP per capita (current US$),NY.GDP.PCAP.CD,957.9956808
2008,GDP per capita (current US$),NY.GDP.PCAP.CD,990.8465996
2007,GDP per capita (current US$),NY.GDP.PCAP.CD,908.0950906
2006,GDP per capita (current US$),NY.GDP.PCAP.CD,836.8605211
2005,GDP per capita (current US$),NY.GDP.PCAP.CD,683.0902351
2004,GDP per capita (current US$),NY.GDP.PCAP.CD,625.3978597
2003,GDP per capita (current US$),NY.GDP.PCAP.CD,543.7518258
2002,GDP per capita (current US$),NY.GDP.PCAP.CD,483.4969271
2001,GDP per capita (current US$),NY.GDP.PCAP.CD,495.3454616
2000,GDP per capita (current US$),NY.GDP.PCAP.CD,519.5343268
1999,GDP per capita (current US$),NY.GDP.PCAP.CD,454.2761254
1998,GDP per capita (current US$),NY.GDP.PCAP.CD,461.2167361
1997,GDP per capita (current US$),NY.GDP.PCAP.CD,476.3812312
1996,GDP per capita (current US$),NY.GDP.PCAP.CD,497.2161432
1995,GDP per capita (current US$),NY.GDP.PCAP.CD,489.881814
1994,GDP per capita (current US$),NY.GDP.PCAP.CD,431.1531276
1993,GDP per capita (current US$),NY.GDP.PCAP.CD,439.6597688
1992,GDP per capita (current US$),NY.GDP.PCAP.CD,426.9572127
1991,GDP per capita (current US$),NY.GDP.PCAP.CD,410.2953191
1990,GDP per capita (current US$),NY.GDP.PCAP.CD,371.6785662
1989,GDP per capita (current US$),NY.GDP.PCAP.CD,384.3642933
1988,GDP per capita (current US$),NY.GDP.PCAP.CD,379.4545062
1987,GDP per capita (current US$),NY.GDP.PCAP.CD,339.3322676
1986,GDP per capita (current US$),NY.GDP.PCAP.CD,335.0201588
1985,GDP per capita (current US$),NY.GDP.PCAP.CD,337.828511
1984,GDP per capita (current US$),NY.GDP.PCAP.CD,349.182049
1983,GDP per capita (current US$),NY.GDP.PCAP.CD,332.5210584
1982,GDP per capita (current US$),NY.GDP.PCAP.CD,368.2773787
1981,GDP per capita (current US$),NY.GDP.PCAP.CD,348.2950626
1980,GDP per capita (current US$),NY.GDP.PCAP.CD,303.5026093
1979,GDP per capita (current US$),NY.GDP.PCAP.CD,260.8216558
1978,GDP per capita (current US$),NY.GDP.PCAP.CD,243.4531171
1977,GDP per capita (current US$),NY.GDP.PCAP.CD,213.168686
1976,GDP per capita (current US$),NY.GDP.PCAP.CD,193.7766483
1975,GDP per capita (current US$),NY.GDP.PCAP.CD,169.7176036
1974,GDP per capita (current US$),NY.GDP.PCAP.CD,135.1651726
1973,GDP per capita (current US$),NY.GDP.PCAP.CD,100.2368252
1972,GDP per capita (current US$),NY.GDP.PCAP.CD,151.6586578
1971,GDP per capita (current US$),NY.GDP.PCAP.CD,177.4864034
1970,GDP per capita (current US$),NY.GDP.PCAP.CD,172.458438
1969,GDP per capita (current US$),NY.GDP.PCAP.CD,152.5302183
1968,GDP per capita (current US$),NY.GDP.PCAP.CD,146.8184119
1967,GDP per capita (current US$),NY.GDP.PCAP.CD,137.9873829
1966,GDP per capita (current US$),NY.GDP.PCAP.CD,123.7387556
1965,GDP per capita (current US$),NY.GDP.PCAP.CD,115.5723906
1964,GDP per capita (current US$),NY.GDP.PCAP.CD,103.3780668
1963,GDP per capita (current US$),NY.GDP.PCAP.CD,93.83720546
1962,GDP per capita (current US$),NY.GDP.PCAP.CD,89.68636055
1961,GDP per capita (current US$),NY.GDP.PCAP.CD,88.01864428
1960,GDP per capita (current US$),NY.GDP.PCAP.CD,82.39972982
2018,GDP per capita (current LCU),NY.GDP.PCAP.CN,162083.1993
2017,GDP per capita (current LCU),NY.GDP.PCAP.CN,153742.7586
2016,GDP per capita (current LCU),NY.GDP.PCAP.CN,142788.4929
2015,GDP per capita (current LCU),NY.GDP.PCAP.CN,137609.3857
2014,GDP per capita (current LCU),NY.GDP.PCAP.CN,128868.026
2013,GDP per capita (current LCU),NY.GDP.PCAP.CN,117041.2797
2012,GDP per capita (current LCU),NY.GDP.PCAP.CN,107039.4175
2011,GDP per capita (current LCU),NY.GDP.PCAP.CN,99685.7259
2010,GDP per capita (current LCU),NY.GDP.PCAP.CN,82859.27684
2009,GDP per capita (current LCU),NY.GDP.PCAP.CN,75201.03235
2008,GDP per capita (current LCU),NY.GDP.PCAP.CN,61973.98684
2007,GDP per capita (current LCU),NY.GDP.PCAP.CN,55061.61934
2006,GDP per capita (current LCU),NY.GDP.PCAP.CN,50091.62547
2005,GDP per capita (current LCU),NY.GDP.PCAP.CN,40546.59694
2004,GDP per capita (current LCU),NY.GDP.PCAP.CN,36004.15478
2003,GDP per capita (current LCU),NY.GDP.PCAP.CN,31847.54444
2002,GDP per capita (current LCU),NY.GDP.PCAP.CN,29773.74077
2001,GDP per capita (current LCU),NY.GDP.PCAP.CN,28839.01277
2000,GDP per capita (current LCU),NY.GDP.PCAP.CN,26879.40723
1999,GDP per capita (current LCU),NY.GDP.PCAP.CN,21196.6603
1998,GDP per capita (current LCU),NY.GDP.PCAP.CN,19857.54821
1997,GDP per capita (current LCU),NY.GDP.PCAP.CN,18528.6098
1996,GDP per capita (current LCU),NY.GDP.PCAP.CN,16648.48701
1995,GDP per capita (current LCU),NY.GDP.PCAP.CN,15074.88812
1994,GDP per capita (current LCU),NY.GDP.PCAP.CN,12969.9915
1993,GDP per capita (current LCU),NY.GDP.PCAP.CN,11385.07765
1992,GDP per capita (current LCU),NY.GDP.PCAP.CN,10580.21321
1991,GDP per capita (current LCU),NY.GDP.PCAP.CN,9177.978052
1990,GDP per capita (current LCU),NY.GDP.PCAP.CN,7951.319566
1989,GDP per capita (current LCU),NY.GDP.PCAP.CN,7365.073278
1988,GDP per capita (current LCU),NY.GDP.PCAP.CN,6661.323856
1987,GDP per capita (current LCU),NY.GDP.PCAP.CN,5824.638373
1986,GDP per capita (current LCU),NY.GDP.PCAP.CN,5403.875161
1985,GDP per capita (current LCU),NY.GDP.PCAP.CN,5121.480227
1984,GDP per capita (current LCU),NY.GDP.PCAP.CN,4705.577292
1983,GDP per capita (current LCU),NY.GDP.PCAP.CN,4223.017442
1982,GDP per capita (current LCU),NY.GDP.PCAP.CN,3885.326345
1981,GDP per capita (current LCU),NY.GDP.PCAP.CN,3448.121119
1980,GDP per capita (current LCU),NY.GDP.PCAP.CN,3004.675832
1979,GDP per capita (current LCU),NY.GDP.PCAP.CN,2582.134393
1978,GDP per capita (current LCU),NY.GDP.PCAP.CN,2410.18586
1977,GDP per capita (current LCU),NY.GDP.PCAP.CN,2110.369991
1976,GDP per capita (current LCU),NY.GDP.PCAP.CN,1918.388818
1975,GDP per capita (current LCU),NY.GDP.PCAP.CN,1680.204275
1974,GDP per capita (current LCU),NY.GDP.PCAP.CN,1338.135209
1973,GDP per capita (current LCU),NY.GDP.PCAP.CN,1059.803953
1972,GDP per capita (current LCU),NY.GDP.PCAP.CN,880.6818261
1971,GDP per capita (current LCU),NY.GDP.PCAP.CN,845.1902528
1970,GDP per capita (current LCU),NY.GDP.PCAP.CN,821.2470817
1969,GDP per capita (current LCU),NY.GDP.PCAP.CN,726.3488994
1968,GDP per capita (current LCU),NY.GDP.PCAP.CN,699.1492774
1967,GDP per capita (current LCU),NY.GDP.PCAP.CN,657.0959175
1966,GDP per capita (current LCU),NY.GDP.PCAP.CN,589.2439539
1965,GDP per capita (current LCU),NY.GDP.PCAP.CN,550.3557241
1964,GDP per capita (current LCU),NY.GDP.PCAP.CN,492.2863543
1963,GDP per capita (current LCU),NY.GDP.PCAP.CN,446.8527724
1962,GDP per capita (current LCU),NY.GDP.PCAP.CN,427.086449
1961,GDP per capita (current LCU),NY.GDP.PCAP.CN,419.1447841
1960,GDP per capita (current LCU),NY.GDP.PCAP.CN,392.3875134
2018,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1196.594136
2017,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1158.540425
2016,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1119.039071
2015,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1082.766564
2014,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1055.663321
2013,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1029.841324
2012,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1007.443072
2011,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,994.2299577
2010,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,988.7541283
2009,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,994.7354492
2008,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,989.1906463
2007,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,994.904409
2006,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,970.941956
2005,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,935.6641355
2004,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,889.2203261
2003,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,847.5141509
2002,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,827.4935327
2001,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,821.2569463
2000,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,825.8557498
1999,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,813.3615085
1998,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,806.6461597
1997,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,809.3081607
1996,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,824.5097028
1995,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,809.0933603
1994,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,792.7043873
1993,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,785.5258342
1992,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,793.4770176
1991,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,757.5389215
1990,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,742.0129552
1989,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,731.6496495
1988,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,718.5495144
